Setting,Value
1795000000.0,-1.050869006560252
1810000000.0,-0.968304404043046
1825000000.0,-0.8843036753218247
1840000000.0,-0.9610482377845607
1855000000.0,-0.9861957434403689
1870000000.0,-0.9962328247683447
1885000000.0,-0.9467354294601237
1900000000.0,-0.9442536415595483
1915000000.0,-1.0138627926639525
1930000000.0,-1.0771031452039623
1945000000.0,-1.085897085800479
1960000000.0,-1.0106397455898048
1975000000.0,-0.9542231155952363
1990000000.0,-0.8791534369736764
2005000000.0,-1.0345474312503486
2020000000.0,-1.0446880896527462
2035000000.0,-1.0525065250885481
2050000000.0,-1.057609635039689
2065000000.0,-1.0917681319470576
2080000000.0,-1.0641014314725745
2095000000.0,-1.0300578867905361
2110000000.0,-0.957897830267032
2125000000.0,-1.002277638728974
2140000000.0,-1.0706165441771132
2155000000.0,-1.1914345557485135
2170000000.0,-1.1955777559739604
2185000000.0,-1.0816881119444102
2200000000.0,-0.9681660652180056
2215000000.0,-0.9496890446856704
2230000000.0,-1.0835112211174198
2245000000.0,-1.2237654818576396
2260000000.0,-1.2241188893531043
2275000000.0,-1.088589475200576
2290000000.0,-1.0102591994637964
2305000000.0,-1.040453884678669
2320000000.0,-1.1476680164911284
2335000000.0,-1.1641525579772856
2350000000.0,-1.0424970492866308
2365000000.0,-0.9588236332454696
2380000000.0,-1.037953648448827
2395000000.0,-1.195229417691622
2410000000.0,-1.2410898905464867
2425000000.0,-1.126014329087545
2440000000.0,-0.9265810330843306
2455000000.0,-0.9334662253590192
2470000000.0,-1.0779740621327407
2485000000.0,-1.142364339155682
2500000000.0,-1.1659850222554637
2515000000.0,-1.2389955331913756
2530000000.0,-1.0557717575917276
2545000000.0,-1.1885178097218123
2560000000.0,-1.111078315338114
2575000000.0,-1.1599960691102162
2590000000.0,-1.1623769714952332
2605000000.0,-1.2167607441013129
2620000000.0,-1.2897029910107953
2635000000.0,-1.2244440737556022
2650000000.0,-1.126711747620492
2665000000.0,-1.0639843410363297
2680000000.0,-1.1405859615941827
2695000000.0,-1.3044493498165834
2710000000.0,-1.3501240804677699
2725000000.0,-1.2080266458611448
2740000000.0,-1.1107367848490497
2755000000.0,-1.1471903623786508
2770000000.0,-1.259296569677037
2785000000.0,-1.248018930255785
2800000000.0,-1.154792958697553
2815000000.0,-1.0526848815815477
2830000000.0,-1.1359878411006261
2845000000.0,-1.3647348125427097
2860000000.0,-1.3916408749727969
2875000000.0,-1.2039061080685545
2890000000.0,-1.0215787580583464
2905000000.0,-0.992848537286037
2920000000.0,-1.193197936309489
2935000000.0,-1.3787580086952198
2950000000.0,-1.3985565598335783
2965000000.0,-1.2660867082362035
2980000000.0,-1.1387058578927383
2995000000.0,-1.108431498702265
3010000000.0,-1.2269540615400005
3025000000.0,-1.3061203552011633
3040000000.0,-1.3223431640751504
3055000000.0,-1.316084500037089
3070000000.0,-1.328813176512238
3085000000.0,-1.3005758637699718
3100000000.0,-1.2540755787169586
3115000000.0,-1.2318720876387896
3130000000.0,-1.2329670606571022
3145000000.0,-1.3031270995554785
3160000000.0,-1.4496351699170476
3175000000.0,-1.3975695029779647
3190000000.0,-1.3325623630382308
3205000000.0,-1.3474752040199924
3220000000.0,-1.323546079032551
3235000000.0,-1.2769994000755402
3250000000.0,-1.1756666981398296
3265000000.0,-1.274050964316876
3280000000.0,-1.3479591833861149
3295000000.0,-1.5627849287502829
3310000000.0,-1.517002869328155
3325000000.0,-1.312284005958094
3340000000.0,-1.1615144174085033
3355000000.0,-1.1630066391647937
3370000000.0,-1.316244365308474
3385000000.0,-1.4748745533666694
3400000000.0,-1.504874263710538
3415000000.0,-1.3404254012611
3430000000.0,-1.2377560788532913
3445000000.0,-1.2433577996258525
3460000000.0,-1.3283696234074647
3475000000.0,-1.4159486359348734
3490000000.0,-1.3937836109250992
3505000000.0,-1.3366755515715854
3520000000.0,-1.3486266942779859
3535000000.0,-1.4263567101825556
3550000000.0,-1.4183410167282116
3565000000.0,-1.3646386336387186
3580000000.0,-1.2886894860338527
3595000000.0,-1.328295278060685
3610000000.0,-1.3964703540384396
3625000000.0,-1.4952640566819713
3640000000.0,-1.5073437888101338
3655000000.0,-1.4344214389641219
3670000000.0,-1.3758288550921405
3685000000.0,-1.4173443717601597
3700000000.0,-1.3297391730209729
3715000000.0,-1.4077972700515744
3730000000.0,-1.5207086108521108
3745000000.0,-1.627674498050116
3760000000.0,-1.6555832117917255
3775000000.0,-1.4157063038764026
3790000000.0,-1.2843070369998764
3805000000.0,-1.314512030011696
3820000000.0,-1.497729928796221
3835000000.0,-1.7210373035695545
3850000000.0,-1.682190166765198
3865000000.0,-1.455504383459426
3880000000.0,-1.2865614646420722
3895000000.0,-1.4074836337799066
3910000000.0,-1.5484741312375463
3925000000.0,-1.6348343004266543
3940000000.0,-1.5422073974660144
3955000000.0,-1.4471137939863887
3970000000.0,-1.4857251844199124
3985000000.0,-1.540243137004646
4000000000.0,-1.6570376960156488
