
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag,S13_Real,S13_Imag,S14_Real,S14_Imag,S21_Real,S21_Imag,S22_Real,S22_Imag,S23_Real,S23_Imag,S24_Real,S24_Imag,S31_Real,S31_Imag,S32_Real,S32_Imag,S33_Real,S33_Imag,S34_Real,S34_Imag,S41_Real,S41_Imag,S42_Real,S42_Imag,S43_Real,S43_Imag,S44_Real,S44_Imag
7902000000.0,-0.02171684,0.6852201,-1.019565,-0.08920348,0.8667547,-0.6013396,-0.6602069,0.806065,9.905681e-06,-4.232124e-06,-0.3109639,-1.323957,-0.7626605,0.6037618,0.5738949,-0.7734489,0.1104186,0.8523572,-0.5799832,-0.7438611,-0.2841887,-1.257616,-0.8902909,-0.3644547,0.5791345,-0.6005628,-0.213634,0.8931146,-0.01843809,-0.9434801,0.787261,-1.043721
7960000000.0,0.02946945,-0.7541471,0.2607371,-1.025857,0.2383557,1.075288,-0.5581902,-0.9035296,-4.508317e-06,5.913995e-06,1.219428,0.7515144,-0.3333996,-0.9527448,0.4843714,0.8506233,-0.8952172,0.08569702,0.750983,-0.614364,0.8828031,0.9370446,0.5014363,-0.8426878,0.5524265,0.6455074,-0.8839342,-0.2544766,0.955662,0.1012078,-0.1066786,1.15835
8018000000.0,0.02199101,0.7422376,0.3384239,-0.9186653,-0.5107917,-0.7694376,0.2169592,-0.9470727,0.0001045687,-1.177401e-06,-0.9252063,-0.352452,-0.394538,-0.7595537,-0.05553262,-0.9047685,-0.1085217,-0.884226,0.3853303,-0.831829,-1.008823,0.1742767,0.6361428,-0.6520309,-0.104344,-0.8405321,0.3655806,-0.7929986,0.2878362,-0.7751079,-0.7623438,-0.5248256
8076000000.0,-0.0627047,-0.7423996,0.8973625,-0.4767707,0.4748366,-0.8498308,0.9266698,-0.3906022,-5.775967e-05,-7.161142e-05,-0.3113955,-1.007667,0.3577329,-0.8356103,0.8293037,-0.445931,0.4687092,-0.8084579,0.772709,-0.5438429,-0.8724808,-0.7129585,0.9458069,-0.06391653,0.5564596,-0.707648,0.8167518,-0.4111269,0.7286028,-0.5019595,-0.1059227,-1.00121
8134000000.0,0.1174318,0.7470822,0.9912699,0.3185272,0.9960501,-0.09327274,0.8499998,0.5696228,7.479143e-05,1.793684e-05,0.5516006,-0.9548356,0.915084,-0.1880433,0.8461956,0.447415,0.8676847,-0.427709,0.9823671,-0.008333928,-0.1614874,-1.189526,0.7200696,0.6511739,0.8722994,-0.2995293,0.9340732,0.1114258,0.8923851,0.1581452,0.6944668,-0.7742488
8192000000.0,-0.2105944,-0.7156718,0.4861167,0.9274266,0.6487909,0.7636351,0.008970489,1.026272,-2.685966e-05,2.164744e-05,1.094487,-0.193091,0.6769949,0.6450326,0.1059894,0.9551272,0.9662884,0.1176772,0.832354,0.5422904,0.7649294,-0.9482278,0.05787302,0.9784392,0.8879982,0.237354,0.7059553,0.6211005,0.5231553,0.7389698,1.036978,0.05127603
8250000000.0,0.2618767,0.7077304,-0.3233735,0.9787789,-0.2848613,0.9445992,-0.8507028,0.5500293,7.285264e-05,-8.100863e-05,0.8200256,0.7161791,-0.1669094,0.9064348,-0.7391207,0.5974382,0.7357365,0.614688,0.3922071,0.9011899,1.202722,-0.01927396,-0.6463075,0.7156033,0.6032808,0.6842128,0.2390998,0.9110242,-0.1601626,0.87731,0.5921372,0.8264719
8308000000.0,-0.3548,-0.6515906,-0.9270926,0.4419254,-0.9495636,0.24785,-0.9056147,-0.4459165,2.591039e-06,-8.411135e-06,-0.02428081,1.05611,-0.8540732,0.3253012,-0.8884843,-0.3278274,0.2843083,0.897562,-0.1581135,0.9552284,0.7475832,0.8947833,-0.9525443,0.02723871,0.1388738,0.8920223,-0.2908267,0.8822026,-0.7410625,0.4914549,-0.2468666,0.9633352
8366000000.0,0.4007743,0.6266547,-0.9516101,-0.3565237,-0.6783756,-0.6818129,-0.06221952,-0.9970854,-1.591368e-05,6.421134e-05,-0.7988013,0.6653768,-0.6973032,-0.5690007,-0.1532885,-0.9299608,-0.2278606,0.8966349,-0.6356345,0.7214468,-0.1914592,1.116038,-0.6752912,-0.6653209,-0.3463001,0.8161265,-0.7151452,0.5923578,-0.8573055,-0.1830527,-0.8744671,0.4625784
8424000000.0,-0.4756388,-0.5703573,-0.389991,-0.9327608,0.2749457,-0.9063838,0.8400803,-0.5265056,-2.436638e-05,3.510958e-05,-1.038496,-0.1246536,0.1680683,-0.8742776,0.7402158,-0.5793179,-0.6577546,0.6370187,-0.9111872,0.2878703,-0.9305519,0.6024889,0.01395303,-0.938042,-0.7172116,0.5029919,-0.9055529,0.1343036,-0.4472415,-0.7372069,-0.9482315,-0.2961342
8482000000.0,0.5111889,0.5433618,0.40026,-0.9228829,0.9186254,-0.180541,0.850244,0.4835381,1.416711e-05,4.075556e-05,-0.6578848,-0.8323241,0.8459184,-0.262753,0.8526567,0.3701936,-0.8906429,0.2029708,-0.9200996,-0.2188789,-1.070639,-0.2292901,0.6802126,-0.6262978,-0.8748055,0.05398792,-0.8400835,-0.3582563,0.2279612,-0.8176208,-0.4768719,-0.8774361
8540000000.0,-0.5785778,-0.4597598,0.9450232,-0.3290859,0.5779889,0.7335303,-0.04593751,0.9696906,-1.933026e-06,-1.563569e-05,0.1374115,-1.061307,0.6199776,0.6245166,0.05921774,0.9162688,-0.8643385,-0.2892912,-0.6613335,-0.6612481,-0.6098576,-0.9097929,0.9107681,0.07867301,-0.7731166,-0.4114773,-0.5228716,-0.7352552,0.7556016,-0.3744418,0.2984145,-0.9518971
8598000000.0,0.6121398,0.4282388,0.8981596,0.4705179,-0.38659,0.8618219,-0.8957424,0.4101264,-6.546372e-07,2.563663e-05,0.8851196,-0.5946087,-0.2717929,0.8444459,-0.7989018,0.4729713,-0.5908445,-0.7070649,-0.2074531,-0.9201107,0.2271908,-1.07152,0.5594118,0.7321934,-0.4467184,-0.7681926,-0.04076453,-0.9158499,0.7983487,0.3053911,0.9066562,-0.3843246
8656000000.0,-0.660188,-0.3262682,0.2749535,0.9989358,-0.965785,0.06312396,-0.8073021,-0.6171082,3.665855e-06,7.535992e-05,1.013675,0.3257942,-0.8956971,0.1584478,-0.819744,-0.5041022,-0.137845,-0.9353603,0.3212827,-0.9199043,0.9645297,-0.5275943,-0.1676065,0.9341035,0.01704927,-0.9135655,0.4543812,-0.8322248,0.3194331,0.8123918,0.8594925,0.4863981
8714000000.0,0.6713285,0.2999825,-0.5263659,0.9249839,-0.5549282,-0.8277394,0.1258478,-1.035634,4.998323e-05,-1.964155e-05,0.3667038,1.006983,-0.6046616,-0.7191917,0.01762703,-0.994968,0.3620861,-0.8993975,0.7656102,-0.6521397,1.031463,0.4452395,-0.8131391,0.5584645,0.4850473,-0.7959181,0.837006,-0.4936075,-0.3722381,0.8304439,0.1433192,0.9914526
8772000000.0,-0.7149189,-0.1835129,-1.023149,0.2880392,0.4226125,-0.9122686,0.9496056,-0.4316621,-2.268168e-05,-1.20606e-05,-0.5292687,0.9514655,0.2994216,-0.8984697,0.8547945,-0.5068968,0.76978,-0.5941626,0.9953593,-0.1815694,0.315773,1.107997,-0.9773364,-0.1699244,0.8217689,-0.4350439,0.9759961,-0.008366744,-0.8529664,0.3317213,-0.664555,0.7742558
8830000000.0,0.7234422,0.1527017,-0.9201843,-0.5170063,0.9956429,-0.1308647,0.8613023,0.5714695,-4.527977e-06,-7.6723e-06,-1.057757,0.2592523,0.9149007,-0.2213084,0.8681659,0.4519418,0.9547504,-0.09157605,0.9262329,0.3655403,-0.622128,0.9699023,-0.5654812,-0.8005919,0.9141321,0.07624034,0.8091954,0.5095816,-0.8334014,-0.3685703,-1.0209,0.048383
8888000000.0,-0.7376538,-0.03321901,-0.2688267,-0.9958078,0.634591,0.7513331,-0.02448538,1.009342,-2.360085e-05,-1.473222e-05,-0.9146867,-0.566735,0.6622006,0.6412398,0.07119119,0.9506795,0.8281265,0.4467502,0.5567656,0.801065,-1.114611,0.2123632,0.1780821,-0.9387779,0.7010072,0.5661476,0.3834029,0.8638372,-0.3082952,-0.8364994,-0.7513427,-0.681862
8946000000.0,0.7443154,0.005812555,0.5360979,-0.867103,-0.2933733,0.9264828,-0.8608871,0.5043046,1.853054e-05,8.909301e-06,-0.2341366,-1.038004,-0.1954845,0.8858278,-0.7642679,0.5417867,0.4075429,0.8310373,-0.008373841,0.9585621,-0.9282973,-0.6195581,0.7973552,-0.5023732,0.2282949,0.8571214,-0.1916855,0.9029835,0.3990186,-0.7876992,-0.04481056,-1.00505
9004000000.0,-0.7188661,0.1195588,1.001545,-0.198931,-0.9356331,0.2566627,-0.8909571,-0.4622623,-2.648558e-05,5.691572e-05,0.6069718,-0.8557618,-0.855913,0.3086162,-0.8686792,-0.3750055,-0.1717198,0.9032376,-0.5807701,0.7587835,-0.2321244,-1.079916,0.9078888,0.2458375,-0.3408783,0.8216205,-0.7140393,0.6074307,0.8440284,-0.2420192,0.7084102,-0.6980361
9062000000.0,0.7163703,-0.1523825,0.8562985,0.6231107,-0.7383816,-0.6574003,-0.09936395,-1.038093,-5.910281e-06,3.181002e-05,1.064346,-0.07507709,-0.7357574,-0.5638787,-0.155898,-0.9777789,-0.6950645,0.6262771,-0.94682,0.2647562,0.6060401,-0.9157785,0.4446619,0.8548092,-0.791065,0.4620262,-0.965853,0.06311131,0.7633052,0.4687278,1.006086,0.0997854
9120000000.0,-0.6777112,0.259297,0.1820632,1.086824,0.1262994,-1.000918,0.816276,-0.7028058,-3.369686e-05,-6.499513e-05,0.7522055,0.8118615,0.0511697,-0.9450653,0.7334592,-0.7194422,-0.9603266,0.1066611,-0.9621586,-0.3413349,1.090222,-0.160016,-0.3074763,0.9443646,-0.945503,-0.07662839,-0.8718634,-0.5238757,0.2084437,0.8912574,0.5696722,0.8649126
9178000000.0,0.6765178,-0.29438,-0.6313494,0.9153613,0.9071966,-0.4751916,1.053384,0.2620051,9.197072e-06,2.33949e-05,-0.1168715,1.119335,0.8091885,-0.5001697,1.010338,0.1784392,-0.862345,-0.4539337,-0.6164538,-0.8251489,0.8322756,0.7326749,-0.8923964,0.4511726,-0.7403496,-0.5879193,-0.4411674,-0.9047505,-0.489992,0.7768221,-0.2874405,1.004918
9236000000.0,-0.6337463,0.3737525,-1.07979,0.2132638,0.9007934,0.4696462,0.3771074,1.000558,-1.329152e-05,4.810948e-05,-0.9180256,0.6517072,0.859192,0.3812112,0.4119724,0.9129926,-0.4584809,-0.8507498,-0.0485718,-1.018532,-0.03304758,1.106544,-0.9445221,-0.3126412,-0.2805948,-0.8876143,0.1496984,-0.9833149,-0.8889065,0.2066884,-0.9432216,0.4431294
9294000000.0,0.5955381,-0.4268895,-0.8841255,-0.6124027,0.08689549,0.9917858,-0.6322404,0.8280916,-1.178054e-05,-4.319668e-05,-1.089442,-0.2371454,0.1363291,0.9068947,-0.54218,0.8044282,0.09178762,-0.9428334,0.5211464,-0.8575907,-0.8603545,0.6761621,-0.4200011,-0.8789096,0.257519,-0.8713677,0.6576694,-0.7207222,-0.747851,-0.483159,-0.9532853,-0.3908642
9352000000.0,-0.5349311,0.5025181,-0.1621959,-1.052042,-0.7951458,0.5835399,-1.020396,-0.1231122,1.693107e-05,-5.185632e-06,-0.5732193,-0.9423955,-0.6974685,0.577121,-0.9518238,-0.06313921,0.5940262,-0.7228956,0.9017993,-0.4123215,-1.060844,-0.1915416,0.3544938,-0.8931744,0.6896771,-0.5705221,0.9348251,-0.2169031,-0.1619718,-0.8678614,-0.3711432,-0.9466575
9410000000.0,0.502836,-0.537348,0.6505605,-0.825439,-0.8949116,-0.3947369,-0.3809514,-0.9420301,0.0001238685,1.125778e-05,0.2869844,-1.051675,-0.8423376,-0.3116526,-0.4000577,-0.8544769,0.8844777,-0.2731993,0.9727604,0.1580134,-0.5798209,-0.8976311,0.8904432,-0.3337647,0.8818913,-0.09583059,0.9029375,0.3355245,0.5161766,-0.7056347,0.4384279,-0.8970773
9468000000.0,-0.4146619,0.5996637,1.057263,-0.07450403,-0.09991495,-0.9922897,0.6589007,-0.8052406,-6.262634e-05,-2.872813e-05,0.9547135,-0.4782913,-0.1452884,-0.8994051,0.5740328,-0.7767055,0.8912069,0.2774205,0.7190812,0.6855645,0.2509916,-1.048839,0.8551084,0.4510345,0.7913691,0.4256614,0.5532973,0.7910463,0.892244,-0.09161634,0.9657839,-0.2470945
9526000000.0,0.3765485,-0.6192284,0.7358623,0.8186653,0.9666104,-0.3726089,0.9418575,0.5866481,-3.576751e-05,-6.51239e-05,0.9781854,0.4374754,0.814918,-0.4666388,0.9421425,0.4142413,0.7936506,0.5489561,0.4133048,0.9484934,0.9614621,-0.5719868,0.1483364,1.021322,0.7159732,0.5563641,0.342624,0.9338979,0.7754542,0.4782628,0.8339149,0.6096339
9584000000.0,-0.3096815,0.6589307,-0.06169347,1.1252,0.8766764,0.6011413,0.0674775,1.1273,-1.720742e-05,-8.077054e-06,0.2936721,1.062626,0.8620992,0.4309308,0.2058981,1.031648,0.3559785,0.9230952,-0.1864797,1.030661,1.103783,0.2951705,-0.6113684,0.8508822,0.2724666,0.8934692,-0.2538958,0.965241,0.2018356,0.9118862,0.1006498,1.056724
9642000000.0,0.2374518,-0.6837702,-0.8320237,0.7741159,0.004127354,1.064268,-0.8857569,0.6951413,7.936396e-05,-6.019606e-05,-0.6319611,0.9489662,0.128574,0.9658318,-0.7330678,0.7527023,-0.1931339,0.9768924,-0.7162995,0.7690436,0.5344415,1.010333,-1.026604,0.1852504,-0.2545126,0.9090928,-0.7580422,0.6859584,-0.4907709,0.7955638,-0.7427824,0.7762896
9700000000.0,-0.1737341,0.7111167,-1.123732,-0.03794249,-0.8779653,0.5760385,-1.048387,-0.3575846,5.010938e-06,-3.693243e-05,-1.151733,0.1544331,-0.7331334,0.6262007,-1.010976,-0.207103,-0.6821536,0.7001718,-1.002187,0.2498828,-0.411287,1.055242,-0.8414881,-0.5823975,-0.7033688,0.6087861,-0.9858006,0.1559762,-0.8959547,0.1984199,-1.076418,-0.05430385
9758000000.0,0.09016789,-0.7203466,-0.7567768,-0.8068529,-0.9224918,-0.4506412,-0.2203149,-1.059878,5.363205e-05,2.741293e-05,-0.8929036,-0.755859,-0.8995268,-0.3078663,-0.3244107,-0.9643301,-0.9346231,0.2410964,-0.9768037,-0.3053181,-1.052417,0.3632837,-0.1645589,-0.9852615,-0.9096162,0.1522855,-0.9241908,-0.3887244,-0.7567204,-0.4980254,-0.6794418,-0.8375814
9816000000.0,-0.02474656,0.7269756,0.06167487,-1.080639,-0.09901895,-0.9963795,0.7691169,-0.7243344,3.819399e-05,-3.191097e-05,-0.04735378,-1.173425,-0.2128491,-0.9002954,0.6354268,-0.768739,-0.8941239,-0.3234054,-0.6263022,-0.7941695,-0.950517,-0.5400447,0.5947465,-0.7815125,-0.8235976,-0.382177,-0.5427864,-0.8256384,-0.1543158,-0.8749559,0.1552854,-1.068154
9874000000.0,-0.06123554,-0.7211411,0.8288585,-0.6915964,0.774815,-0.6240406,1.020282,0.2510017,4.815044e-06,3.574508e-05,0.8311939,-0.8284192,0.6270883,-0.6675713,0.9881437,0.1077288,-0.5244489,-0.7882773,-0.02651482,-1.008431,-0.243586,-1.045233,0.9705126,-0.0952503,-0.4346166,-0.7938681,0.06584927,-0.98375,0.5331192,-0.7087371,0.8828811,-0.6031306
9932000000.0,0.1093232,0.7227989,1.070082,0.1297293,0.9327697,0.3221045,0.3230032,0.996883,8.251166e-06,-1.693442e-05,1.156011,0.05826171,0.8881695,0.1678311,0.4356057,0.8890682,0.02854207,-0.9505513,0.5709596,-0.8442185,0.5808754,-0.8675014,0.72716,0.6532155,0.09989262,-0.8980077,0.6211872,-0.781301,0.8761733,-0.1024257,1.012597,0.249949
9990000000.0,-0.3276854,-0.6296374,0.7786378,0.7540028,0.3976639,0.9057354,-0.5186082,0.920817,1.445398e-05,1.273587e-05,0.8569987,0.7449088,0.4792932,0.7612802,-0.353479,0.9302161,0.4628778,-0.838475,0.8985383,-0.5000181,0.9730359,-0.3129885,0.180274,0.9770756,0.5008556,-0.7526783,0.8993652,-0.4083057,0.7551696,0.4528267,0.6169829,0.8210872
10048000000.0,0.2623417,0.6800453,-0.1914447,1.074929,-0.7856741,0.657584,-1.05936,-0.2380035,-1.469808e-05,3.378013e-06,-0.1985013,1.093924,-0.6212079,0.698674,-1.018567,-0.06385746,0.9128521,-0.3899777,1.030951,0.1629345,0.7895263,0.7141187,-0.7332898,0.7251229,0.887881,-0.2875874,0.9870695,0.2445381,0.0456162,0.9133704,-0.4249386,0.9560778
10106000000.0,-0.3553228,-0.6237646,-0.9225309,0.6038095,-0.9891353,-0.3833884,-0.2926864,-1.068986,-3.180139e-06,4.566685e-05,-0.9805759,0.5526105,-0.9480585,-0.2100642,-0.4326061,-0.9430507,0.9900882,0.09724914,0.7994288,0.64387,0.0262281,1.113278,-1.052456,-0.00278035,0.9296834,0.1837546,0.7113035,0.6979641,-0.6365294,0.6954726,-1.04604,0.3079369
10164000000.0,0.3903915,0.612711,-1.0819,-0.2300911,-0.1402813,-1.050946,0.8115043,-0.7576178,5.210121e-05,1.268062e-05,-1.090825,-0.4020772,-0.2847721,-0.9428253,0.6416801,-0.8316623,0.8497605,0.5340472,0.3996086,0.9544164,-0.8049825,0.7729239,-0.7353432,-0.7246336,0.7707094,0.5841013,0.3208017,0.9874068,-0.9537073,0.07193814,-0.9495032,-0.6007254
10222000000.0,-0.4697359,-0.5397982,-0.5775563,-0.9269762,0.8686852,-0.5696892,1.014615,0.405218,3.846564e-05,-3.16515e-05,-0.4313937,-1.122455,0.6999151,-0.6596456,1.018492,0.2160009,0.5221931,0.83105,-0.06520371,1.018749,-1.102881,-0.09516367,0.01689414,-1.010634,0.436881,0.8404882,-0.1352553,0.9972263,-0.7096342,-0.6039027,-0.1792495,-1.135012
10280000000.0,0.5044766,0.5180541,0.2556027,-1.052775,0.8667391,0.5412619,0.04987813,1.07456,-6.908741e-05,-1.015159e-06,0.5666767,-1.094327,0.880712,0.3506624,0.2341825,1.009704,0.1129254,0.9693826,-0.5051362,0.8844873,-0.6515003,-0.8864539,0.7304275,-0.6809694,0.03914684,0.9433033,-0.567902,0.8507416,-0.06369963,-0.9172891,0.743982,-0.8982082
10338000000.0,-0.5697635,-0.4284726,0.9230092,-0.5295944,-0.1550651,0.9874458,-0.9500354,0.4572101,-5.484699e-05,3.32255e-05,1.203252,-0.3031603,0.02823067,0.9233953,-0.8099244,0.6128489,-0.3020949,0.9109348,-0.8230193,0.579626,0.2250999,-1.071944,0.9822918,0.06011486,-0.3548916,0.8539116,-0.8444978,0.5277486,0.6069971,-0.6689507,1.161182,-0.0410227
10396000000.0,0.6017765,0.4073555,1.019093,0.2995482,-0.9628195,0.2610478,-0.8008745,-0.6763506,-6.020278e-05,5.407058e-05,1.015332,0.6816065,-0.8285856,0.3990913,-0.8806276,-0.4753553,-0.6727796,0.6710576,-0.9849517,0.1444592,0.9282635,-0.5510535,0.6275916,0.7486479,-0.6976691,0.5944166,-0.9873235,0.07407745,0.9005319,-0.01615366,0.7956789,0.8101328
10454000000.0,-0.6510427,-0.2949673,0.4857911,0.9373486,-0.6513924,-0.7477576,0.2553268,-1.00578,-2.254772e-05,4.985972e-05,0.1856362,1.181544,-0.7133409,-0.5671731,0.04282404,-0.9790433,-0.9083212,0.2694168,-0.9357965,-0.3393695,1.010316,0.2909032,-0.1110319,0.9662313,-0.89573,0.1879383,-0.9110155,-0.3930234,0.6300418,0.6399775,-0.04886203,1.102678
10512000000.0,0.6684322,0.2759434,-0.3414421,1.013195,0.3635176,-0.9351804,1.014726,-0.2381738,5.141079e-05,6.193512e-06,-0.7314286,0.9230023,0.1804216,-0.8961986,0.88571,-0.3999808,-0.9206779,-0.2255358,-0.6437034,-0.7612945,0.4626752,0.9068931,-0.7814682,0.5893348,-0.8678737,-0.2975531,-0.5762319,-0.8030424,-0.03873304,0.9051039,-0.8313226,0.6775356
10570000000.0,-0.7034125,-0.1534494,-0.9578322,0.4885294,0.9866868,-0.1607635,0.7139718,0.7738759,-4.997086e-05,5.304761e-05,-1.169336,0.06063493,0.8629895,-0.280102,0.7715359,0.5958799,-0.6821767,-0.6856261,-0.1686937,-1.004373,-0.3668148,0.9109609,-0.985734,-0.1581905,-0.5982051,-0.7114607,-0.1110134,-1.00886,-0.667221,0.6133567,-1.053291,-0.2300575
10628000000.0,0.698505,0.1264717,-1.016903,-0.3350421,0.6292913,0.7672047,-0.2870047,1.031717,-2.544035e-05,-4.337519e-05,-0.8194035,-0.8743441,0.6580462,0.6132565,-0.1264014,0.9906186,-0.2214219,-0.9580874,0.3759004,-0.9527731,-0.9651721,0.2616211,-0.6120711,-0.8204963,-0.1131395,-0.9226286,0.4438522,-0.8800099,-0.8856149,-0.08148669,-0.5331874,-1.025376
10686000000.0,-0.7144089,-0.009999678,-0.4865738,-0.9342683,-0.2828485,0.9612147,-0.9977,0.3468051,-2.286813e-05,-2.350896e-05,0.1323354,-1.241419,-0.151096,0.9083713,-0.8955855,0.4589992,0.3195286,-0.9318635,0.8269042,-0.59486,-0.9019023,-0.5923968,0.1240297,-0.9828703,0.4050403,-0.8447011,0.8639348,-0.5130748,-0.5886808,-0.7005672,0.4366463,-1.126849
10744000000.0,0.7194841,-0.01933122,0.3368466,-0.9627831,-0.932579,0.2810996,-0.8039585,-0.6303074,-6.119224e-06,-8.469871e-05,1.051868,-0.7243131,-0.8250806,0.3672571,-0.8559398,-0.4773771,0.7459761,-0.5684586,0.9742634,-0.028972,-0.17241,-1.080396,0.775607,-0.5678198,0.7804089,-0.4550056,0.9491456,0.06652255,0.07891086,-0.8857134,1.156606,-0.4002102
10802000000.0,-0.6986337,0.1293449,0.9201056,-0.4133887,-0.739488,-0.6171827,0.09013978,-1.001974,-9.79567e-06,6.833518e-05,1.227404,0.3263617,-0.7620718,-0.4816498,-0.07333618,-0.9608967,0.9154323,-0.01942305,0.7790999,0.5425084,0.6993561,-0.8351337,0.9280246,0.1679127,0.888204,0.08411159,0.728448,0.613307,0.6866712,-0.5507209,1.042175,0.6093369
10860000000.0,0.7011022,-0.1560168,0.9158335,0.3879082,0.1128476,-0.9422152,0.876835,-0.4618174,-6.49955e-05,-2.784517e-06,0.5609398,1.106655,-0.0223838,-0.890362,0.7477107,-0.5803022,0.7329494,0.5171106,0.2957272,0.8844926,1.070693,-0.0194283,0.502118,0.7821831,0.6562162,0.5789347,0.2218902,0.8965631,0.8548131,0.1152606,0.2396508,1.155024
10918000000.0,-0.6586339,0.2798488,0.3493511,0.9371474,0.8512639,-0.4340788,0.873776,0.474929,2.38647e-05,-2.923572e-05,-0.4230896,1.141457,0.7278479,-0.5197283,0.8949817,0.2980842,0.2672442,0.8540307,-0.305582,0.8768367,0.714628,0.7633896,-0.2229973,0.8984975,0.170489,0.8552619,-0.3765594,0.8465538,0.4961314,0.7061538,-0.673704,0.9488074
10976000000.0,0.6469883,-0.2968506,-0.4297169,0.9000086,0.8389488,0.4466567,0.108193,0.9861493,-3.183691e-05,0.0001010292,-1.127349,0.4714157,0.830169,0.2949564,0.2561369,0.897265,-0.3017238,0.8477831,-0.7812405,0.5218326,-0.07225825,1.023694,-0.8068069,0.4541624,-0.3738725,0.783944,-0.7985417,0.4555493,-0.162965,0.8433277,-1.163107,0.1544644
11034000000.0,-0.5960063,0.3906096,-0.9500664,0.3206609,0.11697,0.9402174,-0.7464006,0.6601301,5.936285e-05,-1.806047e-05,-1.139185,-0.5112651,0.2192699,0.8451256,-0.6006685,0.72062,-0.761399,0.4934131,-0.9471812,-0.05302918,-0.7913261,0.6324584,-0.8998321,-0.2679836,-0.7763973,0.3817649,-0.9108031,-0.1408672,-0.7209855,0.4507282,-0.9188707,-0.7679383
11092000000.0,0.5616317,-0.4268157,-0.882295,-0.4391947,-0.6814286,0.6263468,-0.9567925,-0.2133885,-7.267471e-06,-7.311594e-05,-0.4011455,-1.21122,-0.5617272,0.6500543,-0.9286473,-0.07088546,-0.9224407,-0.05275956,-0.7463372,-0.6103415,-0.994404,-0.168166,-0.4431827,-0.8258499,-0.8571619,-0.1594364,-0.658581,-0.648181,-0.8184653,-0.2075298,-0.0318176,-1.222591
11150000000.0,-0.5069671,0.4957024,-0.2803725,-0.9353356,-0.8911853,-0.2176868,-0.3569946,-0.900204,3.189037e-05,3.825914e-05,0.66784,-1.118349,-0.8526958,-0.1111346,-0.4603883,-0.8005631,-0.7085017,-0.5737396,-0.2486496,-0.9162121,-0.5281174,-0.8692834,0.2811806,-0.8865559,-0.5786235,-0.6360183,-0.1225377,-0.8959063,-0.4014288,-0.7332829,0.9401873,-0.8131965
11208000000.0,0.4642973,-0.5412952,0.4716457,-0.8457204,-0.3236889,-0.8519813,0.5342147,-0.796054,-8.114666e-06,-1.135361e-05,1.298825,-0.1838312,-0.3936239,-0.7668244,0.3960529,-0.8261948,-0.2323472,-0.8722867,0.3388083,-0.8733172,0.3373256,-0.9751652,0.8200259,-0.4112703,-0.08929011,-0.8552499,0.4306429,-0.7965409,0.2491264,-0.7978576,1.215365,0.2343329
11266000000.0,-0.3940298,0.5869705,0.9296641,-0.2296602,0.5328183,-0.7297581,0.9466656,0.0154776,3.018852e-05,4.261847e-05,0.9394855,0.8802192,0.4202284,-0.7476605,0.8981724,-0.1192502,0.3133014,-0.8234035,0.7675124,-0.4978309,0.9780023,-0.3472444,0.8491852,0.3097779,0.4170499,-0.7284736,0.7919974,-0.376618,0.7320805,-0.3626605,0.5759495,1.068749
11324000000.0,0.3472737,-0.6171721,0.8063658,0.5130189,0.903994,0.04510731,0.4995961,0.8038236,1.232887e-05,-9.437606e-05,-0.04766935,1.254649,0.8567011,-0.06398653,0.5871989,0.6875714,0.7303898,-0.4692994,0.897252,0.05947665,0.8829185,0.5352495,0.3541545,0.82004,0.7581779,-0.3345239,0.8529263,0.1675198,0.7596406,0.2859828,-0.4060953,1.130835
11382000000.0,-0.2732808,0.6561936,0.1744263,0.9306895,0.4431807,0.7809915,-0.4119061,0.8447162,-1.938154e-05,-5.812763e-05,-0.9383288,0.8202102,0.5096241,0.6765049,-0.2652107,0.8539891,0.861443,0.04483551,0.6898802,0.5728609,0.1801967,1.010541,-0.3575926,0.804994,0.8014897,0.1688292,0.5810741,0.6274188,0.3069719,0.7387704,-1.097956,0.5037035
11440000000.0,0.2012311,-0.6706134,-0.561572,0.7684689,-0.4433382,0.7876018,-0.9420257,0.07637892,5.188199e-05,3.516798e-06,-1.253994,-0.0916518,-0.3201988,0.7877228,-0.8753476,0.2064613,0.6854105,0.5267431,0.2390909,0.8661028,-0.6119855,0.8221993,-0.8358591,0.280621,0.566083,0.5977368,0.1192902,0.8574041,-0.3397403,0.7328423,-1.147367,-0.4248441
11498000000.0,-0.1417055,0.6971561,-0.9402194,0.117289,-0.8998873,-0.0003841375,-0.5219119,-0.7847761,-2.789288e-05,-4.979649e-05,-0.8260069,-0.967963,-0.8409449,0.1067014,-0.6064762,-0.6626759,0.3068364,0.8139423,-0.2577687,0.8711324,-1.015385,0.1300609,-0.778044,-0.4260442,0.169007,0.807958,-0.3489417,0.7907228,-0.7663662,0.2667355,-0.5034735,-1.136071
11556000000.0,0.05664647,-0.6980059,-0.7381505,-0.6104881,-0.4382178,-0.7957988,0.4434912,-0.8411528,-4.673441e-05,2.236743e-05,0.1375231,-1.290774,-0.5065396,-0.694527,0.2929097,-0.857821,-0.1669003,0.854578,-0.6754785,0.6036862,-0.7978011,-0.6427128,-0.2279263,-0.8670281,-0.2837648,0.7772089,-0.7189416,0.4863972,-0.7225897,-0.3742308,0.5182607,-1.161219
