
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag
30796000000.0,-0.02962149,-0.1796059,-0.006644606,-0.002746212
30874000000.0,0.04762344,0.09834783,0.0075385,-0.001137294
30952000000.0,-0.06668837,-0.1068404,-0.00599699,0.007699125
31030000000.0,0.04715461,0.04564552,-0.003071509,-0.009244308
31108000000.0,-0.03099062,-0.06483351,0.006924252,0.003205946
31186000000.0,0.01018421,0.01805072,-0.007048633,0.0003991688
31264000000.0,-0.0003533844,-0.08205631,0.004738039,-0.005836019
31342000000.0,-0.0207532,0.05206821,0.0005576484,0.007251568
31420000000.0,0.009625942,-0.130954,-0.004389945,-0.00427677
31498000000.0,0.002922218,0.1066211,0.005609622,2.0242e-06
31576000000.0,-0.05115939,-0.1800116,-0.004340605,0.004358128
31654000000.0,0.06897134,0.1296169,-0.0005705171,-0.00355201
31732000000.0,-0.127904,-0.1850905,0.002067693,0.002338501
31810000000.0,0.1471176,0.07783028,-0.003304218,-0.000390013
31888000000.0,-0.2023657,-0.1008898,0.002034459,-0.002251573
31966000000.0,0.1910542,-0.02341403,0.0006575709,0.002858753
32044000000.0,-0.2204957,0.003750664,-0.003193469,-0.001225842
32122000000.0,0.1541023,-0.119,0.002087803,-0.0004425596
32200000000.0,-0.1557953,0.0907692,-0.0006863381,0.002115307
32278000000.0,0.06565692,-0.1700851,-0.0006168244,-0.001558062
32356000000.0,-0.05548241,0.11102,0.001245881,0.002356217
32434000000.0,-0.01921878,-0.1516313,-0.003824986,-0.0008846266
32512000000.0,0.01651279,0.05716323,0.002903798,-0.00212689
32590000000.0,-0.05474005,-0.08052302,-0.001659764,0.002471036
32668000000.0,0.01402116,-0.01526171,0.0009275288,-0.004879796
32746000000.0,-0.01321232,-0.02689973,0.004744492,0.006134961
32824000000.0,-0.04788556,-0.04524358,-0.008096516,-0.0002007854
32902000000.0,0.0409559,-0.02703424,0.005646423,-0.006505776
32980000000.0,-0.09400988,-0.003900011,-0.0006092776,0.007308956
33058000000.0,0.07580699,-0.07262475,-0.004423667,-0.006664305
33136000000.0,-0.09365975,0.05451084,0.009431297,0.001326885
33214000000.0,0.07177538,-0.1314036,-0.006047538,0.004082389
33292000000.0,-0.04971208,0.1167511,0.001664563,-0.005940658
33370000000.0,0.004239951,-0.1760922,0.00201266,0.005546201
33448000000.0,0.02617015,0.137991,-0.003946959,-0.002991356
33526000000.0,-0.08588789,-0.1778046,0.003841966,-0.0004273751
33604000000.0,0.1119891,0.1083852,-0.003886064,0.001783084
33682000000.0,-0.1520824,-0.1113627,0.001398103,-0.003663428
33760000000.0,0.1650018,0.03453353,0.0007926041,0.003256437
33838000000.0,-0.1714946,-0.03324525,-0.002017329,-0.002155003
33916000000.0,0.1396197,-0.05343533,0.002575327,0.001283415
33994000000.0,-0.1295933,0.06243559,-0.003247817,0.001084067
34072000000.0,0.06743846,-0.1127676,0.002111353,-0.003071769
34150000000.0,-0.04947466,0.10016,6.155254e-05,0.004065169
34228000000.0,-0.001705321,-0.1026672,-0.003538853,-0.002143767
34306000000.0,0.02484634,0.04894737,0.003691472,-5.170388e-05
34384000000.0,-0.05989128,-0.01835897,-0.003596936,0.002971565
34462000000.0,0.0398659,-0.01706354,0.0006243416,-0.006039599
34540000000.0,-0.03376641,0.05468086,0.005780921,0.005068054
34618000000.0,-0.03079761,-0.06388447,-0.007250662,0.001589159
34696000000.0,0.03615372,0.07182586,0.00387569,-0.006458915
34774000000.0,-0.1002378,-0.04490446,0.001175206,0.007231012
34852000000.0,0.09586447,0.03353227,-0.006562173,-0.004409644
34930000000.0,-0.1296906,0.01931309,0.00725061,-0.001479436
35008000000.0,0.1086186,-0.02835881,-0.004295828,0.004537478
35086000000.0,-0.1257805,0.1031136,0.0008514566,-0.005769377
35164000000.0,0.05925896,-0.09786541,0.002550907,0.006585899
35242000000.0,-0.07432685,0.15737,-0.00582346,-0.002836573
35320000000.0,-0.01156597,-0.13256,0.005448828,-0.001945074
35398000000.0,0.0195628,0.182697,-0.004576757,0.004317552
35476000000.0,-0.06662627,-0.1255326,0.001000629,-0.006230673
35554000000.0,0.07879438,0.1300614,0.003505307,0.004548566
35632000000.0,-0.1541269,-0.05299143,-0.00459104,-0.001128605
35710000000.0,0.08036412,0.07821272,0.004210516,-9.189703e-05
35788000000.0,-0.1411922,0.07210729,-0.003079829,0.003501571
35866000000.0,0.09475955,-0.04500783,2.131186e-05,-0.004501983
35944000000.0,-0.111748,0.09658489,0.001322773,0.002699739
36022000000.0,0.01447921,-0.07293807,-0.002921981,-0.002143869
36100000000.0,-0.02353487,0.1145073,0.0033709,-0.0005694791
36178000000.0,-0.06579334,-0.04051688,-0.001747777,0.001529874
36256000000.0,0.02873005,0.07279378,0.001764219,-0.002408567
36334000000.0,-0.1215297,0.02599367,0.001345716,0.003984055
36412000000.0,0.02269894,0.001859496,-0.003098095,-0.0012281
36490000000.0,-0.08956298,0.09885097,0.002800822,8.994505e-06
36568000000.0,-0.008275544,-0.04705039,-0.004406317,0.001869302
36646000000.0,0.02014281,0.111047,0.001212697,-0.006036936
36724000000.0,-0.09626699,-0.04459518,0.004707032,0.004056645
36802000000.0,0.08649007,0.08788101,-0.00619184,-0.0002219956
36880000000.0,-0.1392906,0.02650007,0.005178121,-0.003417222
36958000000.0,0.09324535,-0.002127543,-0.001792814,0.007665364
37036000000.0,-0.1386118,0.09088015,-0.006088576,-0.006336374
37114000000.0,0.06533544,-0.08421493,0.007304445,-0.0002905763
37192000000.0,-0.08052822,0.1379805,-0.004465269,0.003791635
37270000000.0,0.01015097,-0.1291031,0.001598639,-0.00552712
37348000000.0,0.00246149,0.1624645,0.001840258,0.005338278
37426000000.0,-0.07165531,-0.1067934,-0.004279802,-0.003072625
37504000000.0,0.07820398,0.132104,0.004230408,-0.000373026
37582000000.0,-0.1564659,-0.06726228,-0.003380014,0.002225091
37660000000.0,0.09728089,0.05724161,0.00231843,-0.003777714
37738000000.0,-0.1707943,0.01591548,0.0004677573,0.003526845
37816000000.0,0.1049337,-0.02331296,-0.003047528,-0.003115213
37894000000.0,-0.1069915,0.09854843,0.0039758,0.001662063
37972000000.0,0.05669757,-0.07747991,-0.003269179,0.00146288
38050000000.0,-0.03976223,0.1451087,0.00229083,-0.002790746
38128000000.0,-0.03384145,-0.06714967,-0.00032521,0.004242213
38206000000.0,0.0190102,0.1180778,-0.002462025,-0.002904662
38284000000.0,-0.09358332,-0.0196578,0.003136614,0.0003858668
38362000000.0,0.05332126,0.03169675,-0.00366143,0.0006612009
38440000000.0,-0.0851218,0.05930649,0.002324064,-0.003038905
38518000000.0,0.03787492,-0.02105517,0.0007202043,0.003985106
38596000000.0,-0.003179176,0.1317767,-0.003094543,-0.002484943
38674000000.0,-0.02885303,-0.0331171,0.004689574,0.0002137326
38752000000.0,0.05713262,0.1279667,-0.003643067,0.00298546
38830000000.0,-0.1047189,0.001956744,0.0002086583,-0.005367262
38908000000.0,0.08211068,0.05137667,0.003110615,0.003591436
38986000000.0,-0.1174781,0.08348028,-0.004767755,-0.001663861
39064000000.0,0.09972946,-0.01890227,0.005527641,-0.002270243
39142000000.0,-0.05351178,0.1576468,-0.002820494,0.006377477
39220000000.0,0.05890151,-0.06251857,-0.002034882,-0.006613638
39298000000.0,-0.001141384,0.2083945,0.005121687,0.002605979
39376000000.0,-0.0285632,-0.06100107,-0.005557236,0.0008926116
39454000000.0,0.06028655,0.1815149,0.004444451,-0.003525034
39532000000.0,-0.119751,-0.03917568,-0.001096186,0.005306471
39610000000.0,0.1308323,0.1213983,-0.002108618,-0.004405745
39688000000.0,-0.1390072,0.0300534,0.004484747,0.002092017
39766000000.0,0.162568,0.05722359,-0.003870685,0.0004296005
39844000000.0,-0.1117445,0.1253847,0.002985809,-0.001639008
39922000000.0,0.1085935,-0.02327717,-0.002234749,0.003284695
40000000000.0,-0.1097648,0.1894,-0.0003699795,-0.003696488
