
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag,S13_Real,S13_Imag,S14_Real,S14_Imag,S21_Real,S21_Imag
23040000000.0,0.100352,-0.2303932,0.9964789,0.5021381,-0.1428685,1.045525,-0.9556036,-0.5482616,0.4750251,-0.8829636
23098000000.0,-0.04740272,0.1567777,0.3250002,1.072245,-0.9606138,0.441534,-0.04222019,-1.104825,0.9655182,-0.2736345
23156000000.0,0.002664141,-0.1871789,-0.55565,0.9760509,-0.8840533,-0.5822477,0.9230137,-0.6157407,0.8634556,0.509551
23214000000.0,0.0312121,0.09937748,-1.09506,0.273021,0.02908642,-1.062991,1.012754,0.469579,0.2376003,0.977258
23272000000.0,-0.04241079,-0.1185653,-0.9537072,-0.6035126,0.9211578,-0.5334125,0.1231333,1.11089,-0.5327243,0.843308
23330000000.0,0.04066467,0.05308435,-0.2166337,-1.105949,0.9330357,0.511442,-0.8912901,0.6736208,-0.9747211,0.1973221
23388000000.0,-0.01758901,-0.06752087,0.6589592,-0.9197325,0.04143447,1.06744,-1.034125,-0.4287506,-0.817828,-0.5653556
23446000000.0,0.005127572,0.02008547,1.121206,-0.1572589,-0.8927459,0.5844987,-0.1515378,-1.106222,-0.1618063,-0.9799922
23504000000.0,0.01236592,-0.08117159,0.8795083,0.7099179,-0.951585,-0.4740526,0.8844954,-0.6744299,0.5905206,-0.7953308
23562000000.0,-0.03091058,0.04449997,0.08595235,1.130735,-0.06888217,-1.060682,1.02427,0.4391074,0.9805982,-0.1258565
23620000000.0,0.03480815,-0.1295302,-0.7711241,0.8340542,0.885868,-0.5869616,0.1142122,1.111026,0.771459,0.6200796
23678000000.0,-0.01277362,0.1026887,-1.149127,0.01065831,0.9594924,0.4772717,-0.9232466,0.6540408,0.09151663,0.987657
23736000000.0,-0.01198917,-0.1845616,-0.7979823,-0.8305977,0.06563619,1.072584,-1.027957,-0.4838464,-0.6481982,0.7523156
23794000000.0,0.0480861,0.1426186,0.05518856,-1.163426,-0.9043047,0.6022683,-0.0882537,-1.146031,-0.9979559,0.0607264
23852000000.0,-0.08867997,-0.1991244,0.8762952,-0.7613921,-0.9720976,-0.475953,0.9463537,-0.6427606,-0.7395277,-0.6674815
23910000000.0,0.1286205,0.1085946,1.159007,0.1240669,-0.06602462,-1.084518,1.02153,0.5187753,-0.03194348,-0.992418
23968000000.0,-0.181627,-0.1323434,0.7102237,0.9276974,0.90655,-0.5961932,0.04349392,1.143148,0.6908338,-0.7121266
24026000000.0,0.1882986,0.01396018,-0.2036759,1.156874,0.9601979,0.5098793,-0.9931964,0.5734509,0.9952364,0.007526044
24084000000.0,-0.2162458,-0.03696762,-0.9921738,0.6640619,0.03538705,1.097546,-0.9963219,-0.5988498,0.6965199,0.7231621
24142000000.0,0.1747933,-0.08727543,-1.163793,-0.2679663,-0.9350013,0.5720611,0.04433592,-1.163397,-0.03355713,1.004805
24200000000.0,-0.1645687,0.06284276,-0.6189423,-1.040784,-0.9772201,-0.521762,1.047586,-0.545997,-0.7450403,0.6897963
24258000000.0,0.09889638,-0.1474009,0.3246168,-1.155967,-0.0469391,-1.096526,0.9874098,0.6316469,-1.004967,-0.04066129
24316000000.0,-0.0745621,0.1067387,1.07496,-0.5508423,0.9292394,-0.5942515,-0.06636973,1.177865,-0.6674112,-0.7476539
24374000000.0,0.006232751,-0.1423651,1.139096,0.4050865,0.9821619,0.4982767,-1.053768,0.5271496,0.06476034,-0.9966423
24432000000.0,0.000388658,0.06544462,0.4797867,1.126579,0.05433239,1.110761,-0.9783077,-0.6758821,0.7640535,-0.6415244
24490000000.0,-0.04393776,-0.08445187,-0.4821309,1.14055,-0.9333457,0.6144328,0.1028697,-1.193767,1.004068,0.09411053
24548000000.0,0.01275987,-0.009885614,-1.164338,0.4296514,-0.9913309,-0.5099589,1.098653,-0.4811101,0.632672,0.7819183
24606000000.0,-0.009476524,-0.02547421,-1.127614,-0.5432,-0.04738422,-1.115355,0.9587385,0.7347495,-0.1099131,1.011572
24664000000.0,-0.03899576,-0.04897073,-0.3750746,-1.184391,0.947665,-0.5645418,-0.2023944,1.183729,-0.7791802,0.6314743
24722000000.0,0.04443954,-0.01130506,0.6093966,-1.096142,0.9498014,0.5723441,-1.154788,0.3742964,-0.983951,-0.1213413
24780000000.0,-0.09500986,-0.01251705,1.213463,-0.3118392,-0.05920357,1.101812,-0.8673509,-0.8478389,-0.5943202,-0.7813451
24838000000.0,0.08127637,-0.04741837,1.073421,0.6797751,-1.01217,0.4672936,0.3550422,-1.176055,0.1599647,-0.9588462
24896000000.0,-0.1118528,0.0419439,0.2612247,1.249692,-0.8963076,-0.663507,1.204313,-0.2486039,0.8077882,-0.5536966
24954000000.0,0.08472242,-0.1117218,-0.7343476,1.05788,0.160775,-1.107164,0.7844444,0.9523196,0.9556409,0.1977704
25012000000.0,-0.07995144,0.1048713,-1.276784,0.2197547,1.044184,-0.399452,-0.4584204,1.147556,0.5297698,0.8288991
25070000000.0,0.03114447,-0.1714532,-1.034413,-0.7709178,0.8404675,0.7212554,-1.221931,0.1321557,-0.2125901,0.9457788
25128000000.0,-0.005277229,0.1400576,-0.1638021,-1.289262,-0.222894,1.086956,-0.7070935,-1.018193,-0.8199825,0.4922375
25186000000.0,-0.05369926,-0.1864883,0.8154653,-1.006105,-1.050429,0.3293612,0.5514556,-1.109413,-0.9127516,-0.2442011
25244000000.0,0.08236153,0.1327182,1.300582,-0.102569,-0.8008533,-0.7592245,1.248743,-0.0556735,-0.4375991,-0.8203967
25302000000.0,-0.135429,-0.1319372,0.9776083,0.8674114,0.2669119,-1.06648,0.6623755,1.059972,0.2970283,-0.8850244
25360000000.0,0.142485,0.06933815,0.04471666,1.315141,1.065174,-0.2807944,-0.6105592,1.094942,0.8438776,-0.3934979
25418000000.0,-0.172611,-0.06545051,-0.9468166,0.9214242,0.728127,0.8283026,-1.250049,-0.05750515,0.8657181,0.3700232
25476000000.0,0.1352142,-0.0282492,-1.322744,-0.005304909,-0.3381705,1.04776,-0.5847356,-1.100534,0.3707607,0.8658513
25534000000.0,-0.1460281,0.03045986,-0.92076,-0.9554324,-1.082921,0.2072988,0.6893896,-1.039381,-0.3653813,0.8644664
25592000000.0,0.08214458,-0.1001405,0.04656167,-1.315234,-0.6987844,-0.8409216,1.234019,0.1055757,-0.8724852,0.339447
25650000000.0,-0.07221459,0.08712569,0.9788141,-0.8720201,0.3919734,-1.017191,0.5060475,1.13108,-0.8364494,-0.3942181
25708000000.0,0.01211765,-0.09858495,1.301688,0.09873328,1.072855,-0.1667761,-0.7271578,1.004063,-0.284888,-0.8813089
25766000000.0,0.005289625,0.05379688,0.8262573,1.006158,0.6836693,0.8415928,-1.232805,-0.1183041,0.4455068,-0.808095
25824000000.0,-0.0661733,-0.0297929,-0.1513052,1.295828,-0.3723537,1.020843,-0.5344231,-1.116822,0.9037006,-0.2240921
25882000000.0,0.03041017,-0.01331246,-1.043547,0.79104,-1.070862,0.2073431,0.6806282,-1.03351,0.7952352,0.5017914
25940000000.0,-0.05342583,0.03919412,-1.306739,-0.1927571,-0.7459899,-0.8083031,1.241351,0.03551433,0.1852998,0.9216028
25998000000.0,-0.02374306,-0.07715495,-0.7743745,-1.062619,0.2902122,-1.054908,0.6182298,1.06679,-0.5370592,0.7738945
26056000000.0,0.01777435,0.07011843,0.2245555,-1.299462,1.052279,-0.306546,-0.5903071,1.087848,-0.9178466,0.144896
26114000000.0,-0.09091334,-0.0691518,1.080064,-0.7518014,0.8147392,0.7262002,-1.236406,0.07383466,-0.7284697,-0.5672784
26172000000.0,0.08360179,0.04873968,1.281202,0.2558759,-0.1986411,1.064822,-0.7003025,-1.01805,-0.08748826,-0.907748
26230000000.0,-0.1356453,-0.01007828,0.7043318,1.105096,-1.016027,0.3758656,0.5142345,-1.130407,0.6062678,-0.6750516
26288000000.0,0.1043546,-0.009726739,-0.3164844,1.279206,-0.838944,-0.689214,1.239233,-0.1287477,0.9109078,-0.02450467
26346000000.0,-0.1512114,0.06825253,-1.156609,0.6722057,0.1777046,-1.083333,0.741515,1.016733,0.6408096,0.6427204
26404000000.0,0.0706671,-0.0921824,-1.297932,-0.3654566,1.035558,-0.3815721,-0.5238885,1.147325,-0.02038043,0.9123602
26462000000.0,-0.1082814,0.127158,-0.657639,-1.199076,0.8491076,0.7224979,-1.268875,0.09948526,-0.659447,0.6146392
26520000000.0,0.01433162,-0.1409233,0.3884319,-1.305292,-0.212938,1.087505,-0.6967171,-1.05733,-0.8898526,-0.05328963
26578000000.0,-0.01827,0.1730737,1.207314,-0.6189008,-1.054177,0.3288291,0.607758,-1.109897,-0.5685905,-0.666577
26636000000.0,-0.03848889,-0.1420605,1.281824,0.442838,-0.7865504,-0.7698387,1.268904,0.01705446,0.1002816,-0.8580965
26694000000.0,0.04989307,0.1368867,0.5560279,1.238252,0.3176917,-1.050836,0.5704405,1.138044,0.6899307,-0.5170028
26752000000.0,-0.1395137,-0.08856059,-0.5212041,1.267692,1.083706,-0.2118391,-0.7460703,1.043408,0.8414133,0.146199
26810000000.0,0.06039299,0.08561625,-1.293419,0.4993856,0.7019978,0.8612376,-1.278839,-0.1715935,0.4762598,0.7153403
26868000000.0,-0.1523821,0.03236185,-1.276646,-0.5850217,-0.4130078,1.041533,-0.4716121,-1.209458,-0.1787064,0.8360388
26926000000.0,0.1020641,-0.03358097,-0.4654095,-1.3169,-1.101724,0.1549074,0.8166684,-0.9899346,-0.7230259,0.4454498
26984000000.0,-0.1247163,0.06218765,0.6336056,-1.242512,-0.6770532,-0.8782075,1.256543,0.2332006,-0.8180541,-0.2068526
27042000000.0,0.03363679,-0.07430801,1.334811,-0.3962325,0.4171709,-1.0231,0.4172737,1.20556,-0.4092474,-0.7249448
27100000000.0,-0.04067532,0.1010043,1.202108,0.6986023,1.090002,-0.1605833,-0.8345486,0.9652124,0.241656,-0.7920403
27158000000.0,-0.05082881,-0.05543488,0.3115466,1.356144,0.6994492,0.8497428,-1.259014,-0.2263652,0.7348529,-0.3674074
27216000000.0,0.01620205,0.07371053,-0.7795632,1.164493,-0.3598176,1.045107,-0.4653746,-1.20023,0.772384,0.2833073
27274000000.0,-0.1213426,-0.001962504,-1.382321,0.2389653,-1.081358,0.2328116,0.7878597,-1.013706,0.3296882,0.7569604
27332000000.0,0.02304573,0.00289102,-1.120159,-0.842499,-0.7355375,-0.8221096,1.260506,0.1909929,-0.3231751,0.7636777
27390000000.0,-0.1051912,0.07320404,-0.1429656,-1.394756,0.3168003,-1.056124,0.4778486,1.173808,-0.7808297,0.3075158
27448000000.0,0.005386508,-0.05274351,0.929025,-1.063164,1.068203,-0.3036191,-0.7488624,1.025384,-0.003822038,-8.659623e-05
27506000000.0,0.001367452,0.1077695,1.405384,-0.06089558,0.8357801,0.7273957,-1.258826,-0.0871844,0.00311364,-0.004462303
27564000000.0,-0.07791587,-0.06659587,0.991864,0.9804947,-0.160008,1.091486,-0.5848332,-1.110473,0.002698394,0.004972638
27622000000.0,0.07150466,0.1031773,-0.03894373,1.384918,-0.994329,0.4650832,0.6173118,-1.084239,-0.00487233,-0.00195533
27680000000.0,-0.136713,-0.003258526,-1.045132,0.8936386,-0.9261638,-0.5785248,1.240812,-0.05417839,0.005182515,-0.001237205
27738000000.0,0.09417894,0.01914098,-1.375374,-0.161635,-0.03233266,-1.101,0.7273425,1.015958,-0.004057179,0.005756918
27796000000.0,-0.1522494,0.05893968,-0.8098573,-1.125633,0.9048964,-0.6347284,-0.46251,1.159367,-0.003135246,-0.00693197
27854000000.0,0.08254427,-0.06873225,0.2665054,-1.38721,1.051002,0.4054317,-1.238319,0.2533012,0.006144237,0.001740729
27912000000.0,-0.1057832,0.1141574,1.171161,-0.7622569,0.2487053,1.091707,-0.8733585,-0.8837886,-0.004957632,0.001457588
27970000000.0,0.04053656,-0.1245735,1.350058,0.3368214,-0.7869927,0.7982964,0.2940505,-1.199652,0.003033082,-0.004154269
28028000000.0,-0.02819724,0.1572046,0.6754386,1.190534,-1.084188,-0.2332718,1.15628,-0.3661595,0.0001103026,0.005092225
28086000000.0,-0.04173633,-0.1169064,-0.4324013,1.284303,-0.3399104,-1.051917,0.8768468,0.8322318,-0.002746374,-0.003730926
28144000000.0,0.05026624,0.1479393,-1.237274,0.5600456,0.7464275,-0.8295833,-0.3006028,1.180733,0.003667227,0.001161026
28202000000.0,-0.1369096,-0.09447232,-1.25448,-0.5421004,1.096613,0.2632716,-1.199833,0.2863591,-0.003638768,0.001092566
28260000000.0,0.07933782,0.07951172,-0.4941339,-1.291758,0.3049503,1.102419,-0.8326862,-0.9286234,0.003007279,-0.002655519
28318000000.0,-0.1718838,-0.02085054,0.5865345,-1.221399,-0.8335112,0.7562644,0.4565142,-1.132982,-0.0008139946,0.002988087
28376000000.0,0.1034734,-0.001789694,1.293655,-0.4143806,-1.046321,-0.4302257,1.217907,-0.06296941,-0.001747744,-0.003445172
28434000000.0,-0.1257358,0.06852147,1.161564,0.6293375,-0.0367748,-1.106307,0.5250633,1.05756,0.002896695,0.002764483
28492000000.0,0.07237352,-0.06521858,0.3118382,1.276421,1.017377,-0.4416605,-0.8022624,0.8641548,-0.003416175,0.0001864965
28550000000.0,-0.06780008,0.1309486,-0.7027058,1.09598,0.7896063,0.7807584,-1.088203,-0.4370219,0.002495405,-0.001827001
28608000000.0,-0.01720676,-0.07043225,-1.29046,0.2254483,-0.4645448,1.023016,0.0491407,-1.190559,-0.001430942,0.003704042
28666000000.0,-0.008362232,0.1210717,-1.067095,-0.7499905,-1.126206,-0.05405577,1.129581,-0.3885538,-0.001104987,-0.003207571
28724000000.0,-0.09054088,-0.03742721,-0.1734739,-1.260538,-0.3196573,-1.058969,0.725848,0.9222132,0.002703556,0.001368432
28782000000.0,0.03894825,0.04138763,0.791523,-0.9993221,0.8800105,-0.6773706,-0.6049086,1.007514,-0.003478572,-0.0003355361
28840000000.0,-0.1014139,0.03511732,1.239343,-0.1131428,0.9409342,0.550725,-1.131387,-0.1811411,0.002958234,-0.001966963
28898000000.0,0.03784968,-0.01860682,0.933422,0.8286983,-0.1391755,1.091962,-0.2749887,-1.11671,-0.0005313584,0.003744375
28956000000.0,-0.03325652,0.1209542,0.05504104,1.226892,-1.040355,0.3389252,0.8856544,-0.7080634,-0.002155324,-0.003288508
29014000000.0,-0.01950083,-0.04363824,-0.852511,0.8815659,-0.7653807,-0.791624,1.02846,0.4947477,0.004082601,0.001208614
29072000000.0,0.02740791,0.1356996,-1.197552,0.01092449,0.3268869,-1.038309,0.0475997,1.12519,-0.003881862,0.001468665
29130000000.0,-0.1041239,-0.02211317,-0.8045947,-0.8606787,1.059209,-0.1975327,-0.9685425,0.5666995,0.002133396,-0.004792597
29188000000.0,0.06286897,0.06763206,0.061722,-1.169867,0.70536,0.8158843,-0.983048,-0.5476369,0.001843931,0.004417639
29246000000.0,-0.1411428,0.04940359,0.8843673,-0.7418075,-0.3403199,1.014609,-0.03301406,-1.115985,-0.004113124,-0.002424038
29304000000.0,0.09432559,-0.005138248,1.153457,0.1271415,-1.049063,0.255533,0.9273028,-0.6336604,0.005422978,-0.0004380966
29362000000.0,-0.09181847,0.1278164,0.6981963,0.9078477,-0.7812909,-0.7320797,1.023494,0.4217182,-0.004454082,0.004546523
29420000000.0,0.07297873,-0.06047241,-0.172298,1.132929,0.1711492,-1.062181,0.2266004,1.084631,-0.0001038706,-0.00678213
29478000000.0,-0.04394342,0.1919231,-0.9160017,0.6498221,0.9544989,-0.4659477,-0.745126,0.7937353,0.004260591,0.003839149
29536000000.0,-0.008081817,-0.07082984,-1.09335,-0.2246941,0.9278007,0.5113932,-1.078243,-0.1529491,-0.005033633,-0.000836221
29594000000.0,0.01943285,0.1877938,-0.5840768,-0.9384692,0.1387208,1.046905,-0.5178425,-0.955479,0.004961402,-0.002040453
29652000000.0,-0.1098088,-0.06850584,0.2903141,-1.066887,-0.7593994,0.7373236,0.4570331,-0.9924379,-0.002438728,0.004906246
29710000000.0,0.09346111,0.1403127,0.9759726,-0.5308596,-1.054994,-0.1474186,1.069524,-0.2575841,-0.000676834,-0.004647648
29768000000.0,-0.1472366,-0.01627439,1.055713,0.341014,-0.5356029,-0.9220149,0.8648937,0.6773917,0.003520843,0.002922319
29826000000.0,0.1444596,0.07448824,0.4865907,0.9991872,0.388768,-0.9975141,0.01402817,1.099079,-0.003672226,-0.0006291287
29884000000.0,-0.1306833,0.07709578,-0.3841926,1.037212,1.022106,-0.3188408,-0.8459647,0.694487,0.003402123,-0.0005825663
29942000000.0,0.1224639,-0.01230661,-1.010287,0.437522,0.8871738,0.5999327,-1.067156,-0.228432,-0.002780362,0.002354164
30000000000.0,-0.1372764,0.1508335,-1.005856,-0.4319813,0.07604259,1.067525,-0.4768336,-0.9812784,0.0005812229,-0.003496434
