Setting,Value
1795000000.0,-1.0439082646643003
1810000000.0,-0.9398504109284049
1825000000.0,-0.9094042584205287
1840000000.0,-0.9361508226796976
1855000000.0,-0.9919683771444847
1870000000.0,-1.0079446281558924
1885000000.0,-0.9346162444625332
1900000000.0,-0.9114029282768767
1915000000.0,-1.0170779047496488
1930000000.0,-1.0939380704934134
1945000000.0,-1.0776549179126242
1960000000.0,-1.0001760942017617
1975000000.0,-0.9569629389057767
1990000000.0,-0.9297498611718988
2005000000.0,-0.992615939105263
2020000000.0,-1.0509135198931814
2035000000.0,-1.0481901794417887
2050000000.0,-1.0580022606472503
2065000000.0,-1.0641483293025065
2080000000.0,-1.0653733292410879
2095000000.0,-1.0453626230963606
2110000000.0,-0.9470021939394223
2125000000.0,-0.9939782328708563
2140000000.0,-1.0593438071969974
2155000000.0,-1.1725795761923405
2170000000.0,-1.1961169873942614
2185000000.0,-1.078109707520337
2200000000.0,-0.9400263538305625
2215000000.0,-0.9571492808093529
2230000000.0,-1.0867716409843036
2245000000.0,-1.2186680577665263
2260000000.0,-1.1881145534159945
2275000000.0,-1.0771624887607658
2290000000.0,-0.9762249495230486
2305000000.0,-1.0492326049569003
2320000000.0,-1.1532204570968905
2335000000.0,-1.1611344136529524
2350000000.0,-1.0579472853299032
2365000000.0,-0.9333606129357969
2380000000.0,-1.0070314186689089
2395000000.0,-1.1841727918492027
2410000000.0,-1.236265305357402
2425000000.0,-1.102348045205368
2440000000.0,-0.9292347924674522
2455000000.0,-0.8946260928632728
2470000000.0,-1.0856734503882906
2485000000.0,-1.1402693373965063
2500000000.0,-1.1569819559951948
2515000000.0,-1.1900854052170453
2530000000.0,-1.0727639682131436
2545000000.0,-1.1749554347503313
2560000000.0,-1.1084879767474913
2575000000.0,-1.1568984907418418
2590000000.0,-1.1649351451493624
2605000000.0,-1.19232590006861
2620000000.0,-1.2518745414108234
2635000000.0,-1.230193653752199
2650000000.0,-1.1081920549067603
2665000000.0,-1.0590941127704605
2680000000.0,-1.160688308738231
2695000000.0,-1.300819549245177
2710000000.0,-1.322405959664804
2725000000.0,-1.2347495304552707
2740000000.0,-1.1442153212580741
2755000000.0,-1.156507434251683
2770000000.0,-1.2606158819358875
2785000000.0,-1.2533478327603065
2800000000.0,-1.1574913327125549
2815000000.0,-1.0252556808749431
2830000000.0,-1.1506704873359086
2845000000.0,-1.3477100037114438
2860000000.0,-1.3754972251490085
2875000000.0,-1.186146494304219
2890000000.0,-1.0227015150877299
2905000000.0,-0.9787263836033288
2920000000.0,-1.16532646612383
2935000000.0,-1.3677087123869844
2950000000.0,-1.3928545029993897
2965000000.0,-1.2433427019259995
2980000000.0,-1.1088212064082739
2995000000.0,-1.1126324930521072
3010000000.0,-1.2029984206057691
3025000000.0,-1.3061923536896285
3040000000.0,-1.300630869776755
3055000000.0,-1.3218415997350363
3070000000.0,-1.2744036965952865
3085000000.0,-1.268155064810318
3100000000.0,-1.2634098819767567
3115000000.0,-1.215938487994572
3130000000.0,-1.2224402205987284
3145000000.0,-1.3054335137608752
3160000000.0,-1.3968936667673915
3175000000.0,-1.3762404539618678
3190000000.0,-1.3290661145629001
3205000000.0,-1.3429270696752462
3220000000.0,-1.2940596289040447
3235000000.0,-1.2599904568841684
3250000000.0,-1.1860962381297684
3265000000.0,-1.2697711436387733
3280000000.0,-1.347575612687647
3295000000.0,-1.5287217287909116
3310000000.0,-1.523579541945794
3325000000.0,-1.2649826015389156
3340000000.0,-1.1780734921298828
3355000000.0,-1.1705061099158607
3370000000.0,-1.2988586187157738
3385000000.0,-1.460480863296178
3400000000.0,-1.5115152681682833
3415000000.0,-1.3417626705515227
3430000000.0,-1.2186720049751107
3445000000.0,-1.2423994403480723
3460000000.0,-1.3162109785967222
3475000000.0,-1.4165957604398116
3490000000.0,-1.4036159095139265
3505000000.0,-1.3291989443657029
3520000000.0,-1.342453228350464
3535000000.0,-1.4287781758276532
3550000000.0,-1.4152302828789476
3565000000.0,-1.3479902296440955
3580000000.0,-1.3218277725530594
3595000000.0,-1.3017859032699888
3610000000.0,-1.400457057577693
3625000000.0,-1.4846580697971352
3640000000.0,-1.4800745804615492
3655000000.0,-1.447765079933786
3670000000.0,-1.3776861800530522
3685000000.0,-1.4190096341256888
3700000000.0,-1.325693098409215
3715000000.0,-1.4135896707004483
3730000000.0,-1.5113743920376193
3745000000.0,-1.6096664924114599
3760000000.0,-1.6376367976639306
3775000000.0,-1.37881152055225
3790000000.0,-1.2552723907518613
3805000000.0,-1.3140887122989184
3820000000.0,-1.5088769875986732
3835000000.0,-1.6900363882990583
3850000000.0,-1.6691302296772772
3865000000.0,-1.4616487621409529
3880000000.0,-1.3087124280906515
3895000000.0,-1.3771007233385137
3910000000.0,-1.5403455871324276
3925000000.0,-1.6168262164414746
3940000000.0,-1.5176972847953565
3955000000.0,-1.4293251730385257
3970000000.0,-1.4594966098966344
3985000000.0,-1.5947090539967261
4000000000.0,-1.6573794617350708
