
Frequency (Hz),S11_Real,S11_Imag,S12_Real,S12_Imag
31420000000.0,-0.0541224,-0.07104965,0.003929514,-0.00195595
31498000000.0,0.1159796,0.02693535,0.003148296,0.003426393
31576000000.0,0.01638034,0.1561623,-0.001934708,0.003381515
31654000000.0,-0.1269629,0.02556423,-0.003428125,-0.001312804
31732000000.0,0.008866398,-0.08593296,-0.0002226246,-0.004396694
31810000000.0,0.1160757,0.03109582,0.00345065,-0.0009563505
31888000000.0,-0.00875219,0.1306727,0.001722552,0.003560248
31966000000.0,-0.08614798,0.03402418,-0.00274722,0.003641872
32044000000.0,-0.02639639,-0.06561972,-0.004017659,-0.0009273332
32122000000.0,0.0854831,-0.02417535,-0.0009404924,-0.004319801
32200000000.0,0.05268624,0.07630126,0.003131069,-0.003159041
32278000000.0,-0.04109661,0.0751882,0.003877162,0.0009989828
32356000000.0,-0.0458301,-0.04092605,0.001046078,0.00452806
32434000000.0,0.08894756,-0.03950544,-0.002653777,0.003156972
32512000000.0,0.08009145,0.08495636,-0.0041809,-0.001885038
32590000000.0,-0.0362418,0.06056836,-0.0009737593,-0.004505927
32668000000.0,0.01665073,-0.09335238,0.004213233,-0.002368458
32746000000.0,0.1388761,-0.0381841,0.003470477,0.002563752
32824000000.0,0.08882899,0.1217326,-0.0013931,0.004569621
32902000000.0,-0.07646199,0.01807088,-0.004628018,0.000614587
32980000000.0,0.01705687,-0.1292127,-0.001336259,-0.003953717
33058000000.0,0.1549102,-0.02460936,0.004150412,-0.002667415
33136000000.0,0.07041748,0.1224474,0.003885447,0.002386607
33214000000.0,-0.08642652,0.04207514,-0.001940954,0.004374156
33292000000.0,0.03834903,-0.09397278,-0.005250273,-0.0003959474
33370000000.0,0.1688095,0.02979834,-0.00147854,-0.004787527
33448000000.0,0.05839099,0.1328114,0.003831585,-0.002578641
33526000000.0,-0.04745762,0.02531179,0.003853726,0.00369086
33604000000.0,0.08345863,-0.08516383,-0.001141695,0.005306169
33682000000.0,0.1775471,0.04564309,-0.005389256,0.0002733453
33760000000.0,0.06466687,0.1231652,-0.00335374,-0.005405689
33838000000.0,-0.008615814,0.02153656,0.002330994,-0.005278994
33916000000.0,0.06719996,-0.03486387,0.005710148,-0.0004806026
33994000000.0,0.135394,0.02418187,0.003106332,0.004513696
34072000000.0,0.08589385,0.08874942,-0.001849981,0.004833449
34150000000.0,0.01717277,0.04737248,-0.004718123,0.001078952
34228000000.0,0.05771283,-0.03551351,-0.003044174,-0.003841178
34306000000.0,0.1120665,0.01386976,0.002132103,-0.003939167
34384000000.0,0.07947518,0.1064856,0.004286634,0.000396254
34462000000.0,-0.01992134,0.05977012,0.001010449,0.003589981
34540000000.0,0.02953104,-0.05548595,-0.003874511,0.001397089
34618000000.0,0.1505849,0.009503065,-0.003195303,-0.002790017
34696000000.0,0.07012489,0.1457852,0.00211756,-0.003352333
34774000000.0,-0.07431456,0.05858469,0.004034899,0.001495389
34852000000.0,0.01686481,-0.09116473,-5.718399e-05,0.005104309
34930000000.0,0.1632585,0.01132339,-0.005008158,0.001794784
35008000000.0,0.07183576,0.1617421,-0.0033443,-0.004499528
35086000000.0,-0.09373894,0.02430278,0.003459302,-0.005368019
35164000000.0,0.02381639,-0.1079489,0.007066683,0.0005850226
35242000000.0,0.1503641,0.03082022,0.003110467,0.006619093
35320000000.0,0.005463358,0.1170401,-0.004502209,0.005379346
35398000000.0,-0.09230401,-0.01283255,-0.006365698,-0.001527813
35476000000.0,0.0579411,-0.09384482,-0.001858294,-0.005675871
35554000000.0,0.09927619,0.05173897,0.003635602,-0.003912807
35632000000.0,-0.01929041,0.08170373,0.004132411,0.001362599
35710000000.0,-0.03336595,-0.05442635,0.0003452183,0.004050952
35788000000.0,0.04355525,-0.07860575,-0.003120692,0.00217071
35866000000.0,0.05934784,0.009776771,-0.00308178,-0.002259726
35944000000.0,-0.0126168,0.03108562,0.0007389072,-0.004399911
36022000000.0,-0.0344208,-0.030671,0.00348636,-0.001498737
36100000000.0,0.01829166,-0.05992555,0.001749601,0.003512546
36178000000.0,0.07785247,-0.0303198,-0.002659107,0.00450754
36256000000.0,0.02145188,0.003573191,-0.004203149,-0.0003232391
36334000000.0,-0.03432496,0.02399081,0.0001471433,-0.004321148
36412000000.0,-0.0167147,-0.1210083,0.004657535,-0.001892843
36490000000.0,0.1111575,-0.08772744,0.003651188,0.003633067
36568000000.0,0.1009619,0.05632835,-0.002639418,0.004833188
36646000000.0,-0.08715709,0.007712395,-0.005840813,-0.001208495
36724000000.0,-0.03444116,-0.172246,-0.001278042,-0.007708895
36802000000.0,0.1549048,-0.1102179,0.005354018,-0.005560329
36880000000.0,0.07337729,0.07547665,0.007562498,0.002115113
36958000000.0,-0.1189415,-0.02327782,0.002078588,0.007125353
37036000000.0,0.01906364,-0.1782198,-0.003924969,0.004408821
37114000000.0,0.1687018,-0.004700739,-0.004973962,-0.001288174
37192000000.0,0.002723708,0.08241813,-0.0009379527,-0.00409997
37270000000.0,-0.1106883,-0.09381168,0.003163314,-0.002008043
37348000000.0,0.09696311,-0.1376439,0.002869917,0.001773448
37426000000.0,0.1244483,0.05786282,-0.0006273164,0.003163876
37504000000.0,-0.0451341,0.04983726,-0.00310588,1.202064e-05
37582000000.0,-0.01550404,-0.07440367,-0.00128699,-0.002986305
37660000000.0,0.08974909,-0.04909234,0.002513665,-0.002097617
37738000000.0,0.0643104,0.05461232,0.003639983,0.001881283
37816000000.0,0.01522885,0.01301897,-0.0001851377,0.004182421
37894000000.0,0.02863747,0.002691604,-0.003788716,0.001345427
37972000000.0,0.03257377,-0.006203802,-0.003003946,-0.004457062
38050000000.0,0.0771993,-0.03916599,0.002644612,-0.006050244
38128000000.0,0.08960246,0.04119679,0.00575909,-0.0005566578
38206000000.0,-0.001609867,0.1030985,0.00280536,0.005912491
38284000000.0,-0.06379557,-0.007308009,-0.004367949,0.006058834
38362000000.0,0.1041038,-0.06997693,-0.007108583,-0.0003538309
38440000000.0,0.1492982,0.08643815,-0.001672778,-0.005755653
38518000000.0,-0.07040224,0.1213912,0.004361905,-0.004954969
38596000000.0,-0.03763038,-0.06466711,0.005795437,0.001522473
38674000000.0,0.1158146,-0.02622174,0.001317448,0.005346081
38752000000.0,0.05766527,0.1705001,-0.003397629,0.002768346
38830000000.0,-0.1663479,0.06467049,-0.003618351,-0.002210385
38908000000.0,-0.01089065,-0.08575059,0.0006551091,-0.004120681
38986000000.0,0.1661799,0.06505875,0.003342958,-0.001373958
39064000000.0,-0.02060825,0.1967977,0.002039949,0.002414688
39142000000.0,-0.137322,0.01827302,-0.001642053,0.003212237
39220000000.0,0.01858257,-0.07075366,-0.003195391,-0.0002196796
39298000000.0,0.07257292,0.08148541,-0.0008152789,-0.003043373
39376000000.0,-0.06699484,0.0967084,0.003098903,-0.002005282
39454000000.0,-0.08922891,0.0004250658,0.003313019,0.002400843
39532000000.0,-2.383566e-05,0.03372255,-0.001020296,0.004162191
39610000000.0,-0.007149389,0.04338688,-0.004981788,0.001192199
39688000000.0,-0.06926078,0.0819617,-0.003240393,-0.004929355
39766000000.0,-0.06226218,0.0524095,0.003366366,-0.00637563
39844000000.0,-0.05200941,0.05350977,0.007834207,-0.0004105523
39922000000.0,-0.03884842,0.02599155,0.00537453,0.006656233
40000000000.0,0.02482377,0.0283567,-0.001493825,0.007946081
